City,geography,Ethnic group (20 categories) Code,Ethnic group (20 categories),Proxy_Flag,Proxy_Source,Observation,Source_Area_Count,Source_Areas
Brighton and Hove,South East,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,2410,1,Brighton and Hove
Brighton and Hove,South East,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,4286,1,Brighton and Hove
Brighton and Hove,South East,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,204831,1,Brighton and Hove
Brighton and Hove,South East,14,White: Irish,False,direct_or_alias,3944,1,Brighton and Hove
Brighton and Hove,South East,15,White: Gypsy or Irish Traveller,False,direct_or_alias,197,1,Brighton and Hove
Brighton and Hove,South East,16,White: Roma,False,direct_or_alias,787,1,Brighton and Hove
Brighton and Hove,South East,17,White: Other White,False,direct_or_alias,26812,1,Brighton and Hove
Brighton and Hove,South East,18,Other ethnic group: Arab,False,direct_or_alias,3049,1,Brighton and Hove
Brighton and Hove,South East,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,5580,1,Brighton and Hove
Bristol,South West,-8,Does not apply,False,direct_or_alias,0,1,Bristol
Bristol,South West,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,2616,1,Bristol
Bristol,South West,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,5466,1,Bristol
Bristol,South West,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,8302,1,Bristol
Bristol,South West,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,9064,1,Bristol
Bristol,South West,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,5821,1,Bristol
Bristol,South West,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,18149,1,Bristol
Bristol,South West,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,6803,1,Bristol
Bristol,South West,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,2938,1,Bristol
Bristol,South West,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,5556,1,Bristol
Bristol,South West,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,2621,1,Bristol
Bristol,South West,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,7714,1,Bristol
Bristol,South West,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,5225,1,Bristol
Bristol,South West,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,338452,1,Bristol
Bristol,South West,14,White: Irish,False,direct_or_alias,4288,1,Bristol
Bristol,South West,15,White: Gypsy or Irish Traveller,False,direct_or_alias,273,1,Bristol
Bristol,South West,16,White: Roma,False,direct_or_alias,966,1,Bristol
Bristol,South West,17,White: Other White,False,direct_or_alias,39163,1,Bristol
Bristol,South West,18,Other ethnic group: Arab,False,direct_or_alias,2540,1,Bristol
Bristol,South West,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,6510,1,Bristol
Cambridge,East,-8,Does not apply,False,direct_or_alias,0,1,Cambridge
Cambridge,East,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,2874,1,Cambridge
Cambridge,East,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,6362,1,Cambridge
Cambridge,East,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,5916,1,Cambridge
Cambridge,East,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,1500,1,Cambridge
Cambridge,East,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,4974,1,Cambridge
Cambridge,East,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,2519,1,Cambridge
Cambridge,East,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,639,1,Cambridge
Cambridge,East,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,403,1,Cambridge
Cambridge,East,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,2987,1,Cambridge
Cambridge,East,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,1010,1,Cambridge
